Store,Date,Sales
03,2014-04-01,5228.91
04,2014-04-01,7763.51
05,2014-04-01,14303.22
06,2014-04-01,11210.74
07,2014-04-01,17290.15
08,2014-04-01,8768.22
10,2014-04-01,10419.33
09,2014-04-01,5299.55
01,2014-03-31,27905.7
02,2014-03-31,18025.95
03,2014-03-31,5680.38
04,2014-03-31,8468.81
05,2014-03-31,16334.15
06,2014-03-31,14099.93
07,2014-03-31,27877.41
08,2014-03-31,10429.19
10,2014-03-31,16523.03
09,2014-03-31,7111.03
01,2014-03-30,8275.71
02,2014-03-30,109.66
03,2014-03-30,110.01
04,2014-03-30,143.19
05,2014-03-30,-31.21
06,2014-03-30,51.9
07,2014-03-30,39.68
08,2014-03-30,-192.34
10,2014-03-30,3.82
09,2014-03-30,117.13
01,2014-03-29,9783.75
02,2014-03-29,12650.67
03,2014-03-29,2317.75
04,2014-03-29,4578.17
05,2014-03-29,9874.68
06,2014-03-29,9477.92
07,2014-03-29,18715.77
08,2014-03-29,7024.96
10,2014-03-29,8085.51
09,2014-03-29,2470.74
01,2014-03-28,14238.9
02,2014-03-28,11287.04
03,2014-03-28,3420.62
04,2014-03-28,5173.69
05,2014-03-28,8244.19
06,2014-03-28,8540.83
07,2014-03-28,15273.65
08,2014-03-28,6222.35
10,2014-03-28,6801.1
09,2014-03-28,3081.45
01,2014-03-27,4514.67
02,2014-03-27,7910.06
03,2014-03-27,2920.75
04,2014-03-27,3948.07
05,2014-03-27,7241.34
06,2014-03-27,8404.23
07,2014-03-27,10076.66
08,2014-03-27,4320.49
10,2014-03-27,6168.1
09,2014-03-27,2771.13
01,2014-03-26,4217.39
02,2014-03-26,7402.3
03,2014-03-26,2405.78
04,2014-03-26,3790.72
05,2014-03-26,7821.07
06,2014-03-26,7917.21
07,2014-03-26,9223.24
08,2014-03-26,4090.14
10,2014-03-26,5747.2
09,2014-03-26,2843.85
01,2014-03-25,12717.76
02,2014-03-25,9568.57
03,2014-03-25,3068.04
04,2014-03-25,4995.32
05,2014-03-25,7297.13
06,2014-03-25,8004.15
07,2014-03-25,12547.53
08,2014-03-25,5347.54
10,2014-03-25,5930.63
09,2014-03-25,3171.35
01,2014-03-24,12630.05
02,2014-03-24,9451.87
03,2014-03-24,2393.87
04,2014-03-24,4963.33
05,2014-03-24,8470.38
06,2014-03-24,8671.36
07,2014-03-24,12452.37
08,2014-03-24,4934.56
10,2014-03-24,5884.63
09,2014-03-24,3622.17
01,2014-03-23,7155.98
02,2014-03-23,134.86
03,2014-03-23,-11.77
04,2014-03-23,-93.93
05,2014-03-23,-109.93
06,2014-03-23,191.97
07,2014-03-23,-98.76
08,2014-03-23,-41.57
10,2014-03-23,53.95
09,2014-03-23,89.71
01,2014-03-22,8806.73
02,2014-03-22,12373.41
03,2014-03-22,2310.21
04,2014-03-22,4759.77
05,2014-03-22,8351.1
06,2014-03-22,7929.62
07,2014-03-22,15815.41
08,2014-03-22,6830.21
10,2014-03-22,7591.71
09,2014-03-22,2356.84
01,2014-03-21,15859.42
02,2014-03-21,12015.72
03,2014-03-21,3982.95
04,2014-03-21,5073.35
05,2014-03-21,10024.58
06,2014-03-21,8250.52
07,2014-03-21,14601.73
08,2014-03-21,5836.56
10,2014-03-21,6686.58
09,2014-03-21,2867.22
01,2014-03-20,16358.35
02,2014-03-20,12546.35
03,2014-03-20,3605.4
04,2014-03-20,5790.62
05,2014-03-20,10581.04
06,2014-03-20,9494.9
07,2014-03-20,15133.07
08,2014-03-20,6882.75
10,2014-03-20,8138.47
09,2014-03-20,3476.44
01,2014-03-19,18358.56
02,2014-03-19,13803.12
03,2014-03-19,3701.7
04,2014-03-19,6490.29
05,2014-03-19,10542.81
06,2014-03-19,9632.7
07,2014-03-19,17126.22
08,2014-03-19,6656.37
10,2014-03-19,8945.44
09,2014-03-19,3707.5
01,2014-03-18,7481.71
02,2014-03-18,10049.74
03,2014-03-18,3949.66
04,2014-03-18,6399.95
05,2014-03-18,12543.5
06,2014-03-18,10189.02
07,2014-03-18,12240.76
08,2014-03-18,7311.01
10,2014-03-18,9168.14
09,2014-03-18,4016.9
01,2014-03-17,22071.57
02,2014-03-17,14999.8
03,2014-03-17,5635.4
04,2014-03-17,8551.73
05,2014-03-17,13683.67
06,2014-03-17,11773.86
07,2014-03-17,19237.11
08,2014-03-17,8643.49
10,2014-03-17,11598.81
09,2014-03-17,4720.69
01,2014-03-16,7472.66
02,2014-03-16,-106.63
03,2014-03-16,78.77
04,2014-03-16,-6.08
05,2014-03-16,74.08
06,2014-03-16,3.9
07,2014-03-16,-11.99
08,2014-03-16,-185.67
10,2014-03-16,134.17
09,2014-03-16,99.73
01,2014-03-15,8929.71
02,2014-03-15,11417.52
03,2014-03-15,2073.55
04,2014-03-15,4054.19
05,2014-03-15,8924.77
06,2014-03-15,8485.51
07,2014-03-15,18210.44
08,2014-03-15,7015.44
10,2014-03-15,7115.89
09,2014-03-15,1989.44
01,2014-03-14,12119.48
02,2014-03-14,9999.01
03,2014-03-14,2865.69
04,2014-03-14,4072.35
05,2014-03-14,7777.34
06,2014-03-14,8107.71
07,2014-03-14,14482.66
08,2014-03-14,5397.29
10,2014-03-14,6090.98
09,2014-03-14,2927.27
01,2014-03-13,12085.64
02,2014-03-13,9547.58
03,2014-03-13,3181.74
04,2014-03-13,4685.71
05,2014-03-13,7547.12
06,2014-03-13,8304.92
07,2014-03-13,12225.73
08,2014-03-13,5142.18
10,2014-03-13,6613.03
09,2014-03-13,3350.87
01,2014-03-12,12213.16
02,2014-03-12,9617.0
03,2014-03-12,2628.15
04,2014-03-12,3871.66
05,2014-03-12,7768.64
06,2014-03-12,8637.66
07,2014-03-12,12824.68
08,2014-03-12,4704.18
10,2014-03-12,4960.68
09,2014-03-12,2494.51
01,2014-03-11,12983.88
02,2014-03-11,9323.33
03,2014-03-11,3141.1
04,2014-03-11,4269.65
05,2014-03-11,8011.42
06,2014-03-11,8389.64
07,2014-03-11,12634.83
08,2014-03-11,5170.76
10,2014-03-11,5575.58
09,2014-03-11,3238.17
01,2014-03-10,12510.0
02,2014-03-10,9469.47
03,2014-03-10,2735.36
04,2014-03-10,4591.89
05,2014-03-10,7912.42
06,2014-03-10,8302.68
07,2014-03-10,13399.13
08,2014-03-10,5164.98
10,2014-03-10,6358.63
09,2014-03-10,3423.38
01,2014-03-09,7997.08
02,2014-03-09,-103.85
03,2014-03-09,90.62
04,2014-03-09,10.03
05,2014-03-09,-101.6
06,2014-03-09,-83.64
07,2014-03-09,-73.05
08,2014-03-09,159.8
10,2014-03-09,100.76
09,2014-03-09,-8.32
01,2014-03-08,8893.52
02,2014-03-08,13553.18
03,2014-03-08,2306.47
04,2014-03-08,4372.6
05,2014-03-08,9782.9
06,2014-03-08,9283.13
07,2014-03-08,18439.92
08,2014-03-08,7477.85
10,2014-03-08,7112.93
09,2014-03-08,2372.51
01,2014-03-07,17479.99
02,2014-03-07,14210.45
03,2014-03-07,4605.9
04,2014-03-07,6856.04
05,2014-03-07,11922.22
06,2014-03-07,9432.69
07,2014-03-07,18687.23
08,2014-03-07,6394.3
10,2014-03-07,8428.53
09,2014-03-07,3991.64
01,2014-03-06,18889.99
02,2014-03-06,15415.97
03,2014-03-06,5814.5
04,2014-03-06,7947.07
05,2014-03-06,13479.23
06,2014-03-06,9402.21
07,2014-03-06,18205.52
08,2014-03-06,7298.62
10,2014-03-06,9873.65
09,2014-03-06,4533.94
01,2014-03-05,20208.53
02,2014-03-05,16941.14
03,2014-03-05,5147.28
04,2014-03-05,7180.82
05,2014-03-05,14986.94
06,2014-03-05,10343.32
07,2014-03-05,18978.72
08,2014-03-05,7377.19
10,2014-03-05,12105.36
09,2014-03-05,3670.74
01,2014-03-04,21742.23
02,2014-03-04,18513.16
03,2014-03-04,2098.87
04,2014-03-04,9566.16
05,2014-03-04,5451.6
06,2014-03-04,11377.71
07,2014-03-04,23085.55
08,2014-03-04,8120.18
10,2014-03-04,14288.46
09,2014-03-04,5752.45
01,2014-03-03,16850.97
02,2014-03-03,53.01
03,2014-03-03,1510.74
04,2014-03-03,10267.28
05,2014-03-03,16325.42
06,2014-03-03,13386.44
07,2014-03-03,7568.98
08,2014-03-03,11770.66
10,2014-03-03,16490.24
09,2014-03-03,3427.84
01,2014-03-02,9875.65
02,2014-03-02,-99.92
03,2014-03-02,30.98
04,2014-03-02,-179.29
05,2014-03-02,-55.33
06,2014-03-02,-69.85
07,2014-03-02,-64.71
08,2014-03-02,-5.86
10,2014-03-02,-37.44
09,2014-03-02,110.76
01,2014-03-01,10688.96
02,2014-03-01,12176.54
03,2014-03-01,2355.21
04,2014-03-01,5866.93
05,2014-03-01,11114.39
06,2014-03-01,9369.48
07,2014-03-01,20763.64
08,2014-03-01,7683.03
10,2014-03-01,13166.57
09,2014-03-01,3528.34
01,2014-02-28,14520.74
02,2014-02-28,13288.1
03,2014-02-28,3742.26
04,2014-02-28,6702.01
05,2014-02-28,10309.58
06,2014-02-28,10271.83
07,2014-02-28,18359.94
08,2014-02-28,6499.2
10,2014-02-28,11345.22
09,2014-02-28,4230.42
01,2014-02-27,12537.27
02,2014-02-27,2974.67
03,2014-02-27,1463.76
04,2014-02-27,5633.84
05,2014-02-27,7993.6
06,2014-02-27,8503.7
07,2014-02-27,12060.18
08,2014-02-27,5046.46
10,2014-02-27,8724.11
09,2014-02-27,3038.56
01,2014-02-26,11841.68
02,2014-02-26,11053.35
03,2014-02-26,3171.12
04,2014-02-26,4417.68
05,2014-02-26,7339.86
06,2014-02-26,7670.55
07,2014-02-26,11461.57
08,2014-02-26,4437.83
10,2014-02-26,9376.07
09,2014-02-26,2793.67
01,2014-02-25,12136.7
02,2014-02-25,9703.9
03,2014-02-25,3074.18
04,2014-02-25,4732.32
05,2014-02-25,7937.22
06,2014-02-25,7171.1
07,2014-02-25,11328.17
08,2014-02-25,4743.42
10,2014-02-25,8611.36
09,2014-02-25,2375.78
01,2014-02-24,11898.08
02,2014-02-24,10350.72
03,2014-02-24,3223.86
04,2014-02-24,4490.98
05,2014-02-24,7913.99
06,2014-02-24,8037.35
07,2014-02-24,12342.32
08,2014-02-24,5009.38
10,2014-02-24,8858.63
09,2014-02-24,3280.71
01,2014-02-23,7395.65
02,2014-02-23,-20.87
03,2014-02-23,85.72
04,2014-02-23,181.48
05,2014-02-23,-28.24
06,2014-02-23,10.29
07,2014-02-23,-14.86
08,2014-02-23,-11.16
10,2014-02-23,-128.24
09,2014-02-23,188.18
01,2014-02-22,9985.9
02,2014-02-22,11754.59
03,2014-02-22,1902.18
04,2014-02-22,3788.13
05,2014-02-22,10003.54
06,2014-02-22,7586.12
07,2014-02-22,16471.97
08,2014-02-22,6871.38
10,2014-02-22,11854.76
09,2014-02-22,2489.43
01,2014-02-21,16512.74
02,2014-02-21,12804.04
03,2014-02-21,3501.64
04,2014-02-21,5113.67
05,2014-02-21,10930.84
06,2014-02-21,8961.34
07,2014-02-21,15865.18
08,2014-02-21,6067.21
10,2014-02-21,9962.39
09,2014-02-21,3100.97
01,2014-02-20,17307.28
02,2014-02-20,12713.32
03,2014-02-20,3679.65
04,2014-02-20,6247.16
05,2014-02-20,10535.29
06,2014-02-20,9985.92
07,2014-02-20,15446.64
08,2014-02-20,6817.36
10,2014-02-20,11857.13
09,2014-02-20,3555.31
01,2014-02-19,17237.6
02,2014-02-19,12433.17
03,2014-02-19,3508.39
04,2014-02-19,6002.01
05,2014-02-19,11087.94
06,2014-02-19,10498.65
07,2014-02-19,15640.89
08,2014-02-19,6341.41
10,2014-02-19,10471.32
09,2014-02-19,3509.1
01,2014-02-18,18596.3
02,2014-02-18,13017.16
03,2014-02-18,4707.22
04,2014-02-18,7722.58
05,2014-02-18,13125.79
06,2014-02-18,10701.45
07,2014-02-18,17602.73
08,2014-02-18,7952.07
10,2014-02-18,12849.69
09,2014-02-18,3941.16
01,2014-02-17,22764.03
02,2014-02-17,15871.76
03,2014-02-17,5058.11
04,2014-02-17,8810.8
05,2014-02-17,14470.35
06,2014-02-17,12894.79
07,2014-02-17,20399.17
08,2014-02-17,8630.21
10,2014-02-17,17024.51
09,2014-02-17,4266.21
01,2014-02-16,8078.33
02,2014-02-16,-189.78
03,2014-02-16,26.11
04,2014-02-16,5.29
05,2014-02-16,-64.14
06,2014-02-16,-63.41
07,2014-02-16,36.09
08,2014-02-16,-5.81
10,2014-02-16,149.92
09,2014-02-16,228.96
01,2014-02-15,8355.43
02,2014-02-15,12705.16
03,2014-02-15,2352.49
04,2014-02-15,4492.56
05,2014-02-15,9848.54
06,2014-02-15,8872.66
07,2014-02-15,17016.8
08,2014-02-15,7060.31
10,2014-02-15,11345.63
09,2014-02-15,2659.49
01,2014-02-14,13613.24
02,2014-02-14,10161.85
03,2014-02-14,3220.98
04,2014-02-14,5209.12
05,2014-02-14,8674.43
06,2014-02-14,8955.34
07,2014-02-14,13372.51
08,2014-02-14,6251.06
10,2014-02-14,10570.53
09,2014-02-14,3789.88
01,2014-02-13,13115.75
02,2014-02-13,8220.72
03,2014-02-13,2752.23
04,2014-02-13,4292.37
05,2014-02-13,7100.85
06,2014-02-13,7590.47
07,2014-02-13,11616.65
08,2014-02-13,5058.29
10,2014-02-13,9723.93
09,2014-02-13,2674.94
01,2014-02-12,13198.65
02,2014-02-12,9574.41
03,2014-02-12,2758.08
04,2014-02-12,4335.09
05,2014-02-12,8346.43
06,2014-02-12,8592.32
07,2014-02-12,12395.44
08,2014-02-12,4643.98
10,2014-02-12,9946.25
09,2014-02-12,2883.91
01,2014-02-11,13582.38
02,2014-02-11,8913.64
03,2014-02-11,2870.82
04,2014-02-11,4637.47
05,2014-02-11,7932.44
06,2014-02-11,7886.66
07,2014-02-11,12871.07
08,2014-02-11,5118.79
10,2014-02-11,8857.22
09,2014-02-11,2850.51
01,2014-02-10,12840.79
02,2014-02-10,9298.78
03,2014-02-10,3368.15
04,2014-02-10,4590.22
05,2014-02-10,8447.07
06,2014-02-10,8875.88
07,2014-02-10,13566.69
08,2014-02-10,5548.43
10,2014-02-10,9643.86
09,2014-02-10,4003.64
01,2014-02-09,7722.59
02,2014-02-09,30.39
03,2014-02-09,43.87
04,2014-02-09,174.16
05,2014-02-09,24.22
06,2014-02-09,62.93
07,2014-02-09,-45.14
08,2014-02-09,-72.64
10,2014-02-09,-132.88
09,2014-02-09,199.82
01,2014-02-08,9518.2
02,2014-02-08,12683.29
03,2014-02-08,2215.76
04,2014-02-08,4031.35
05,2014-02-08,10044.54
06,2014-02-08,8813.26
07,2014-02-08,18682.84
08,2014-02-08,7254.26
10,2014-02-08,11990.56
09,2014-02-08,2840.9
01,2014-02-07,16921.81
02,2014-02-07,12792.5
03,2014-02-07,3677.07
04,2014-02-07,5091.12
05,2014-02-07,11251.01
06,2014-02-07,9707.25
07,2014-02-07,16554.63
08,2014-02-07,6409.52
10,2014-02-07,10672.53
09,2014-02-07,3457.18
01,2014-02-06,17982.46
02,2014-02-06,14026.47
03,2014-02-06,4297.11
04,2014-02-06,6595.17
05,2014-02-06,12392.84
06,2014-02-06,10292.09
07,2014-02-06,16420.66
08,2014-02-06,6965.88
10,2014-02-06,13077.91
09,2014-02-06,3762.61
01,2014-02-05,19850.74
02,2014-02-05,13379.51
03,2014-02-05,4110.41
04,2014-02-05,6190.37
05,2014-02-05,11641.54
06,2014-02-05,11205.78
07,2014-02-05,16457.57
08,2014-02-05,7382.44
10,2014-02-05,12295.88
09,2014-02-05,4058.78
01,2014-02-04,21363.1
02,2014-02-04,15293.63
03,2014-02-04,5093.61
04,2014-02-04,7992.86
05,2014-02-04,14958.9
06,2014-02-04,11904.8
07,2014-02-04,19000.13
08,2014-02-04,8887.32
10,2014-02-04,15655.77
09,2014-02-04,4495.62
01,2014-02-03,24824.49
02,2014-02-03,17514.16
03,2014-02-03,6569.52
04,2014-02-03,10580.45
05,2014-02-03,16878.07
06,2014-02-03,14499.79
07,2014-02-03,21545.65
08,2014-02-03,10052.05
10,2014-02-03,18517.5
09,2014-02-03,5786.18
01,2014-02-02,10152.1
02,2014-02-02,218.75
03,2014-02-02,-8.33
04,2014-02-02,91.84
05,2014-02-02,-31.21
06,2014-02-02,29.51
07,2014-02-02,81.59
08,2014-02-02,97.35
10,2014-02-02,-147.96
09,2014-02-02,-17.3
01,2014-02-01,10159.68
02,2014-02-01,12344.83
03,2014-02-01,2515.29
04,2014-02-01,4307.07
05,2014-02-01,12073.34
06,2014-02-01,9481.47
07,2014-02-01,19291.99
08,2014-02-01,7607.01
10,2014-02-01,12322.19
09,2014-02-01,3363.65
01,2014-01-31,15475.54
02,2014-01-31,11713.29
03,2014-01-31,3924.14
04,2014-01-31,5580.99
05,2014-01-31,12566.32
06,2014-01-31,9820.4
07,2014-01-31,17250.35
08,2014-01-31,8015.25
10,2014-01-31,12150.23
09,2014-01-31,4348.55
01,2014-01-30,13507.2
02,2014-01-30,8750.47
03,2014-01-30,3074.0
04,2014-01-30,4880.04
05,2014-01-30,9446.4
06,2014-01-30,8694.33
07,2014-01-30,11830.68
08,2014-01-30,5132.14
10,2014-01-30,10135.15
09,2014-01-30,2692.85
01,2014-01-29,13016.53
02,2014-01-29,8793.11
03,2014-01-29,3153.02
04,2014-01-29,4053.2
05,2014-01-29,8670.32
06,2014-01-29,7618.48
07,2014-01-29,11650.18
08,2014-01-29,4854.78
10,2014-01-29,8085.67
09,2014-01-29,2403.35
01,2014-01-28,12548.45
02,2014-01-28,7903.74
03,2014-01-28,2696.51
04,2014-01-28,4115.01
05,2014-01-28,7757.3
06,2014-01-28,7758.29
07,2014-01-28,11201.22
08,2014-01-28,5288.73
10,2014-01-28,9002.9
09,2014-01-28,2452.58
01,2014-01-27,12181.68
02,2014-01-27,8519.39
03,2014-01-27,2861.71
04,2014-01-27,4146.65
05,2014-01-27,7471.09
06,2014-01-27,7876.67
07,2014-01-27,11550.04
08,2014-01-27,5207.37
10,2014-01-27,9002.49
09,2014-01-27,2852.7
01,2014-01-26,6223.09
02,2014-01-26,-46.59
03,2014-01-26,-123.86
04,2014-01-26,60.6
05,2014-01-26,-36.56
06,2014-01-26,-86.32
07,2014-01-26,-58.58
08,2014-01-26,-2.89
10,2014-01-26,-21.99
09,2014-01-26,84.08
01,2014-01-25,8814.92
02,2014-01-25,11910.43
03,2014-01-25,2150.68
04,2014-01-25,4352.93
05,2014-01-25,9847.85
06,2014-01-25,7670.65
07,2014-01-25,17536.28
08,2014-01-25,7068.8
10,2014-01-25,13383.33
09,2014-01-25,2606.96
01,2014-01-24,16355.24
02,2014-01-24,12839.94
03,2014-01-24,4065.52
04,2014-01-24,5497.83
05,2014-01-24,9914.21
06,2014-01-24,9293.13
07,2014-01-24,15937.38
08,2014-01-24,5738.91
10,2014-01-24,12955.56
09,2014-01-24,3054.65
01,2014-01-23,16411.65
02,2014-01-23,11780.21
03,2014-01-23,3883.11
04,2014-01-23,6007.5
05,2014-01-23,10448.86
06,2014-01-23,8527.89
07,2014-01-23,13903.84
08,2014-01-23,6535.37
10,2014-01-23,16393.51
09,2014-01-23,3305.16
01,2014-01-22,17416.76
02,2014-01-22,13172.23
03,2014-01-22,4169.67
04,2014-01-22,6242.07
05,2014-01-22,10876.53
06,2014-01-22,9577.29
07,2014-01-22,16652.36
08,2014-01-22,6698.92
10,2014-01-22,17365.02
09,2014-01-22,3701.07
01,2014-01-21,20883.38
02,2014-01-21,13746.13
03,2014-01-21,4794.96
04,2014-01-21,7409.35
05,2014-01-21,12395.57
06,2014-01-21,9999.32
07,2014-01-21,15837.36
08,2014-01-21,7300.92
10,2014-01-21,18375.36
09,2014-01-21,3822.86
01,2014-01-20,23612.72
02,2014-01-20,15043.06
03,2014-01-20,5305.07
04,2014-01-20,8967.23
05,2014-01-20,15049.64
06,2014-01-20,12415.29
07,2014-01-20,18131.54
08,2014-01-20,9589.68
10,2014-01-20,31696.79
09,2014-01-20,5408.58
01,2014-01-19,8026.57
02,2014-01-19,-23.97
03,2014-01-19,-69.93
04,2014-01-19,69.14
05,2014-01-19,-39.94
06,2014-01-19,-139.75
07,2014-01-19,-45.33
08,2014-01-19,-51.14
10,2014-01-19,54.16
09,2014-01-19,157.44
01,2014-01-18,8760.32
02,2014-01-18,11881.39
03,2014-01-18,2275.88
04,2014-01-18,4517.89
05,2014-01-18,9651.38
06,2014-01-18,9009.81
07,2014-01-18,18569.19
08,2014-01-18,7095.62
10,2014-01-18,-13.64
09,2014-01-18,2158.04
01,2014-01-17,11782.46
02,2014-01-17,8856.68
03,2014-01-17,3229.41
04,2014-01-17,4533.18
05,2014-01-17,7744.61
06,2014-01-17,8037.01
07,2014-01-17,12934.41
08,2014-01-17,5256.25
10,2014-01-17,-45.78
09,2014-01-17,2596.92
01,2014-01-16,12278.61
02,2014-01-16,8202.95
03,2014-01-16,2597.04
04,2014-01-16,4361.35
05,2014-01-16,7885.13
06,2014-01-16,7475.17
07,2014-01-16,11727.0
08,2014-01-16,4658.87
10,2014-01-16,-66.84
09,2014-01-16,3067.46
01,2014-01-15,12564.4
02,2014-01-15,7743.69
03,2014-01-15,2285.4
04,2014-01-15,3908.17
05,2014-01-15,7775.24
06,2014-01-15,8215.12
07,2014-01-15,11336.07
08,2014-01-15,4839.62
10,2014-01-15,225.62
09,2014-01-15,2608.15
01,2014-01-14,12490.68
02,2014-01-14,8741.05
03,2014-01-14,2790.87
04,2014-01-14,4174.76
05,2014-01-14,7642.56
06,2014-01-14,7723.78
07,2014-01-14,12489.27
08,2014-01-14,4974.28
10,2014-01-14,19.98
09,2014-01-14,3478.74
01,2014-01-13,13241.32
02,2014-01-13,8797.75
03,2014-01-13,2821.53
04,2014-01-13,4245.15
05,2014-01-13,7251.91
06,2014-01-13,8179.98
07,2014-01-13,12848.05
08,2014-01-13,5120.15
10,2014-01-13,55.44
09,2014-01-13,3061.82
01,2014-01-12,7312.9
02,2014-01-12,-7.58
03,2014-01-12,-98.99
04,2014-01-12,-32.25
05,2014-01-12,182.15
06,2014-01-12,11.05
07,2014-01-12,83.41
08,2014-01-12,-32.78
10,2014-01-12,106.89
09,2014-01-12,-208.22
01,2014-01-11,9079.84
02,2014-01-11,11422.18
03,2014-01-11,2636.49
04,2014-01-11,4945.65
05,2014-01-11,9286.56
06,2014-01-11,8136.33
07,2014-01-11,17406.53
08,2014-01-11,6424.29
10,2014-01-11,-127.48
09,2014-01-11,2332.07
01,2014-01-10,17175.54
02,2014-01-10,12341.57
03,2014-01-10,3806.26
04,2014-01-10,6273.84
05,2014-01-10,10641.45
06,2014-01-10,9971.17
07,2014-01-10,16710.91
08,2014-01-10,7037.82
10,2014-01-10,10857.71
09,2014-01-10,3383.29
01,2014-01-09,17566.72
02,2014-01-09,12297.31
03,2014-01-09,4304.02
04,2014-01-09,5892.66
05,2014-01-09,11749.25
06,2014-01-09,9333.4
07,2014-01-09,13958.74
08,2014-01-09,5721.67
10,2014-01-09,12611.71
09,2014-01-09,3012.18
01,2014-01-08,18488.25
02,2014-01-08,12906.93
03,2014-01-08,3936.65
04,2014-01-08,6329.65
05,2014-01-08,12645.71
06,2014-01-08,10950.67
07,2014-01-08,17635.05
08,2014-01-08,7327.84
10,2014-01-08,12284.75
09,2014-01-08,3327.73
01,2014-01-07,20949.98
02,2014-01-07,16830.01
03,2014-01-07,5213.98
04,2014-01-07,7844.05
05,2014-01-07,16981.97
06,2014-01-07,10920.34
07,2014-01-07,18959.69
08,2014-01-07,8329.78
10,2014-01-07,15625.8
09,2014-01-07,4570.37
01,2014-01-06,22706.97
02,2014-01-06,16615.65
03,2014-01-06,5487.73
04,2014-01-06,9781.45
05,2014-01-06,-92.19
06,2014-01-06,13660.83
07,2014-01-06,21909.55
08,2014-01-06,10359.3
10,2014-01-06,19696.12
09,2014-01-06,5563.39
01,2014-01-05,7816.62
02,2014-01-05,26.41
03,2014-01-05,64.8
04,2014-01-05,-6.52
05,2014-01-05,-12.23
06,2014-01-05,162.98
07,2014-01-05,8.38
08,2014-01-05,38.77
10,2014-01-05,-79.95
09,2014-01-05,28.57
01,2014-01-04,8900.27
02,2014-01-04,11272.08
03,2014-01-04,1999.31
04,2014-01-04,4425.04
05,2014-01-04,8998.45
06,2014-01-04,9288.97
07,2014-01-04,18430.32
08,2014-01-04,6875.83
10,2014-01-04,12225.53
09,2014-01-04,2790.08
01,2014-01-03,10644.38
02,2014-01-03,10529.33
03,2014-01-03,3440.27
04,2014-01-03,5001.52
05,2014-01-03,8245.78
06,2014-01-03,8544.76
07,2014-01-03,17304.87
08,2014-01-03,6145.59
10,2014-01-03,12053.6
09,2014-01-03,3216.33
01,2014-01-02,11017.95
02,2014-01-02,11399.11
03,2014-01-02,3380.1
04,2014-01-02,5338.15
05,2014-01-02,9722.43
06,2014-01-02,9440.39
07,2014-01-02,17004.4
08,2014-01-02,6365.12
10,2014-01-02,11853.64
09,2014-01-02,3308.83
01,2014-01-01,2899.13
02,2014-01-01,57.14
03,2014-01-01,43.55
04,2014-01-01,17.28
05,2014-01-01,-18.08
06,2014-01-01,-148.84
07,2014-01-01,-21.11
08,2014-01-01,-124.67
10,2014-01-01,56.94
09,2014-01-01,-32.64
01,2013-12-31,8562.72
02,2013-12-31,5156.51
03,2013-12-31,2790.87
04,2013-12-31,2113.43
05,2013-12-31,5671.52
06,2013-12-31,5342.91
07,2013-12-31,8078.74
08,2013-12-31,3370.64
10,2013-12-31,6163.32
09,2013-12-31,3291.26
01,2013-12-30,16465.01
02,2013-12-30,15741.98
03,2013-12-30,4746.3
04,2013-12-30,6277.62
05,2013-12-30,14173.97
06,2013-12-30,14525.25
07,2013-12-30,25080.02
08,2013-12-30,11703.74
10,2013-12-30,16442.27
09,2013-12-30,5630.81
01,2013-12-29,8097.82
02,2013-12-29,29.09
03,2013-12-29,-29.82
04,2013-12-29,42.14
05,2013-12-29,62.36
06,2013-12-29,16.43
07,2013-12-29,54.36
08,2013-12-29,24.5
10,2013-12-29,52.66
09,2013-12-29,-25.44
01,2013-12-28,9657.88
02,2013-12-28,10941.81
03,2013-12-28,2165.33
04,2013-12-28,4348.71
05,2013-12-28,8899.86
06,2013-12-28,9153.79
07,2013-12-28,20390.85
08,2013-12-28,7496.8
10,2013-12-28,11207.22
09,2013-12-28,3001.4
01,2013-12-27,12435.19
02,2013-12-27,13480.94
03,2013-12-27,3461.13
04,2013-12-27,5665.28
05,2013-12-27,9924.7
06,2013-12-27,10338.78
07,2013-12-27,21616.01
08,2013-12-27,8229.47
10,2013-12-27,14470.31
09,2013-12-27,3768.62
01,2013-12-26,5303.54
02,2013-12-26,-17.2
03,2013-12-26,-120.23
04,2013-12-26,142.0
05,2013-12-26,-0.39
06,2013-12-26,210.28
07,2013-12-26,83.99
08,2013-12-26,47.48
10,2013-12-26,-51.31
09,2013-12-26,112.01
01,2013-12-25,3863.72
02,2013-12-25,-131.88
03,2013-12-25,-16.48
04,2013-12-25,41.18
05,2013-12-25,15.87
06,2013-12-25,49.33
07,2013-12-25,12.42
08,2013-12-25,-22.41
10,2013-12-25,-65.74
09,2013-12-25,-65.24
01,2013-12-24,6201.74
02,2013-12-24,6453.06
03,2013-12-24,3045.35
04,2013-12-24,3523.86
05,2013-12-24,5276.88
06,2013-12-24,5007.89
07,2013-12-24,7515.56
08,2013-12-24,3356.84
10,2013-12-24,7603.0
09,2013-12-24,3095.4
01,2013-12-23,18113.62
02,2013-12-23,24620.56
03,2013-12-23,6930.92
04,2013-12-23,9419.23
05,2013-12-23,16455.63
06,2013-12-23,17857.25
07,2013-12-23,31785.87
08,2013-12-23,13057.16
10,2013-12-23,23862.0
09,2013-12-23,5483.13
01,2013-12-22,10041.43
02,2013-12-22,13.27
03,2013-12-22,15.31
04,2013-12-22,-50.03
05,2013-12-22,172.85
06,2013-12-22,116.84
07,2013-12-22,-20.97
